subject,session,global_sent_idx,local_sent_idx,word_idx,word_count,FFD,GD,GPT,TRT,nFix,reg,surprisal,word,word_clean,word_length,word_position,word_pos_norm,log_freq
ZDM,2,85,44,5,23,,,,,0,0,,,,,,,
ZDM,2,85,44,6,23,140.0,140.0,140.0,140.0,1,0,,,,,,,
ZDM,2,85,44,7,23,,,,,0,0,,,,,,,
ZDM,2,85,44,8,23,202.0,202.0,202.0,202.0,1,0,,,,,,,
ZDM,2,85,44,9,23,,,,,0,0,,,,,,,
ZDM,2,85,44,10,23,,,,,0,0,,,,,,,
ZDM,2,85,44,11,23,,,,,0,0,,,,,,,
ZDM,2,85,44,12,23,186.0,186.0,186.0,186.0,1,0,,,,,,,
ZDM,2,85,44,13,23,,,,,0,0,,,,,,,
ZDM,2,85,44,14,23,154.0,154.0,154.0,154.0,1,0,,,,,,,
ZDM,2,85,44,15,23,,,,,0,0,,,,,,,
ZDM,2,85,44,16,23,,,,,0,0,,,,,,,
ZDM,2,85,44,17,23,242.0,242.0,242.0,242.0,1,0,,,,,,,
ZDM,2,85,44,18,23,,,,,0,0,,,,,,,
ZDM,2,85,44,19,23,,,,,0,0,,,,,,,
ZDM,2,85,44,20,23,150.0,342.0,342.0,342.0,2,0,,,,,,,
ZDM,2,85,44,21,23,,,,,0,0,,,,,,,
ZDM,2,85,44,22,23,,,,,0,0,,,,,,,
ZDM,3,86,0,0,15,,,,,0,0,,In,in,2.0,0.0,0.0,7.27
ZDM,3,86,0,1,15,154.0,154.0,154.0,154.0,1,1,12.803139750446444,comparison,comparison,10.0,1.0,0.045454545454545456,4.51
ZDM,3,86,0,2,15,,,,,0,0,2.1962224071190364,to,to,2.0,2.0,0.09090909090909091,7.43
ZDM,3,86,0,3,15,152.0,152.0,306.0,152.0,1,1,6.215727486492681,his,his,3.0,3.0,0.13636363636363635,6.51
ZDM,3,86,0,4,15,302.0,302.0,302.0,584.0,2,1,7.336723475497934,earlier,earlier,7.0,4.0,0.18181818181818182,4.98
ZDM,3,86,0,5,15,196.0,196.0,196.0,740.0,3,1,6.278427545483037,films,films,5.0,5.0,0.22727272727272727,4.64
ZDM,3,86,0,6,15,304.0,462.0,462.0,462.0,2,0,8.54751779789409,it,it,2.0,6.0,0.2727272727272727,6.95
ZDM,3,86,0,7,15,,,,,0,0,4.230394505427893,seems,seems,5.0,7.0,0.3181818181818182,5.24
ZDM,3,86,0,8,15,,,,,0,0,5.914808754347422,a,a,1.0,8.0,0.36363636363636365,7.36
ZDM,3,86,0,9,15,,,,,0,0,15.907347379011586,disappointingly,disappointingly,15.0,9.0,0.4090909090909091,2.48
ZDM,3,86,0,10,15,,,,,0,0,7.829576909797898,thin,thin,4.0,10.0,0.45454545454545453,4.47
ZDM,3,86,0,11,15,308.0,308.0,308.0,308.0,1,1,6.178958971599419,slice,slice,5.0,11.0,0.5,4.0
ZDM,3,86,0,12,15,136.0,136.0,1078.0,780.0,4,0,0.33068864953780425,of,of,2.0,12.0,0.5454545454545454,7.4
ZDM,3,86,0,13,15,,,,,0,0,26.544351990718045,lower-class,lower-class,11.0,13.0,0.5909090909090909,4.92
ZDM,3,86,0,14,15,164.0,164.0,2266.0,164.0,1,0,8.457699514515685,London,london,6.0,14.0,0.6363636363636364,5.27
ZDM,3,87,1,0,18,,,,,0,0,,One,one,3.0,0.0,0.0,6.47
ZDM,3,87,1,1,18,,,,,0,0,4.040403551193239,of,of,2.0,1.0,0.09090909090909091,7.4
ZDM,3,87,1,2,18,104.0,288.0,288.0,976.0,4,1,0.5917475001383747,the,the,3.0,2.0,0.18181818181818182,7.73
ZDM,3,87,1,3,18,222.0,222.0,222.0,630.0,2,0,16.76393734806951,"finest,",finest,6.0,3.0,0.2727272727272727,4.15
ZDM,3,87,1,4,18,,,,,0,0,2.216534590081839,most,most,4.0,4.0,0.36363636363636365,6.0
ZDM,3,87,1,5,18,184.0,184.0,184.0,184.0,1,0,10.788330662850278,humane,humane,6.0,5.0,0.45454545454545453,3.62
ZDM,3,87,1,6,18,,,,,0,0,2.8868973377300886,and,and,3.0,6.0,0.5454545454545454,7.41
ZDM,3,87,1,7,18,,,,,0,0,9.288372966460638,important,important,9.0,7.0,0.6363636363636364,5.44
ZDM,3,87,1,8,18,272.0,272.0,272.0,588.0,3,1,12.701390686612386,Holocaust,holocaust,9.0,8.0,0.7272727272727273,3.89
ZDM,3,87,1,9,18,,,,,0,0,10.4253172506457,movies,movies,6.0,9.0,0.8181818181818182,4.79
ZDM,3,87,1,10,18,328.0,328.0,464.0,426.0,2,0,1.4309603206552923,ever,ever,4.0,10.0,0.9090909090909091,5.66
ZDM,3,87,1,11,18,,,,,0,0,1.5486656768624256,made.,made,4.0,11.0,1.0,5.92
ZDM,3,87,1,12,18,,,,,0,0,,,,,,,
ZDM,3,87,1,13,18,118.0,118.0,118.0,522.0,3,1,,,,,,,
ZDM,3,87,1,14,18,150.0,150.0,1928.0,150.0,1,0,,,,,,,
ZDM,3,87,1,15,18,,,,,0,0,,,,,,,
ZDM,3,87,1,16,18,,,,,0,0,,,,,,,
ZDM,3,87,1,17,18,,,,,0,0,,,,,,,
ZDM,3,88,2,0,20,,,,,0,0,19.22228143707362,Suffers,suffers,7.0,0.0,0.0,3.83
ZDM,3,88,2,1,20,186.0,186.0,186.0,186.0,1,0,3.889683803387203,from,from,4.0,1.0,0.08333333333333333,6.63
ZDM,3,88,2,2,20,,,,,0,0,21.043321455560978,"rambling,",rambling,8.0,2.0,0.16666666666666666,3.21
ZDM,3,88,2,3,20,174.0,174.0,174.0,174.0,1,0,8.167094237977366,repetitive,repetitive,10.0,3.0,0.25,3.56
ZDM,3,88,2,4,20,232.0,232.0,232.0,232.0,1,0,6.7891382823873885,dialogue,dialogue,8.0,4.0,0.3333333333333333,4.29
ZDM,3,88,2,5,20,,,,,0,0,2.9660630157140497,and,and,3.0,5.0,0.4166666666666667,7.41
ZDM,3,88,2,6,20,268.0,348.0,348.0,536.0,3,1,5.411847555690948,the,the,3.0,6.0,0.5,7.73
ZDM,3,88,2,7,20,180.0,180.0,180.0,374.0,2,0,10.709648600080543,visual,visual,6.0,7.0,0.5833333333333334,4.5
ZDM,3,88,2,8,20,124.0,124.0,124.0,124.0,1,0,12.545006862182834,drabness,drabness,8.0,8.0,0.6666666666666666,1.35
ZDM,3,88,2,9,20,,,,,0,0,17.225438345117187,endemic,endemic,7.0,9.0,0.75,3.37
ZDM,3,88,2,10,20,70.0,70.0,70.0,196.0,2,1,0.17342812204764782,to,to,2.0,10.0,0.8333333333333334,7.43
ZDM,3,88,2,11,20,120.0,348.0,418.0,646.0,4,0,10.165895868361826,digital,digital,7.0,11.0,0.9166666666666666,4.83
ZDM,3,88,2,12,20,,,,,0,0,6.0364379807253155,video.,video,5.0,12.0,1.0,5.43
ZDM,3,88,2,13,20,240.0,240.0,1170.0,240.0,1,1,,,,,,,
ZDM,3,88,2,14,20,198.0,198.0,198.0,198.0,1,0,,,,,,,
ZDM,3,88,2,15,20,,,,,0,0,,,,,,,
ZDM,3,88,2,16,20,234.0,234.0,234.0,234.0,1,1,,,,,,,
ZDM,3,88,2,17,20,192.0,192.0,1788.0,384.0,2,0,,,,,,,
ZDM,3,88,2,18,20,,,,,0,0,,,,,,,
ZDM,3,88,2,19,20,,,,,0,0,,,,,,,
ZDM,3,89,3,0,5,,,,,0,0,,The,the,3.0,0.0,0.0,7.73
ZDM,3,89,3,1,5,,,,,0,0,15.320445683541752,twist,twist,5.0,1.0,0.02857142857142857,4.22
ZDM,3,89,3,2,5,208.0,208.0,208.0,208.0,1,0,6.293639754917154,that,that,4.0,2.0,0.05714285714285714,7.01
ZDM,3,89,3,3,5,,,,,0,0,10.090607367258915,ends,ends,4.0,3.0,0.08571428571428572,4.75
ZDM,3,89,3,4,5,340.0,340.0,340.0,340.0,1,0,2.4635715016770825,the,the,3.0,4.0,0.11428571428571428,7.73
ZDM,3,90,4,0,14,164.0,164.0,414.0,546.0,3,1,,Angel,angel,5.0,0.0,0.0,4.45
ZDM,3,90,4,1,14,164.0,164.0,578.0,424.0,2,1,15.53336020530991,presents,presents,8.0,1.0,0.045454545454545456,4.41
ZDM,3,90,4,2,14,238.0,482.0,482.0,672.0,3,1,14.123461568009882,events,events,6.0,2.0,0.09090909090909091,5.08
ZDM,3,90,4,3,14,,,,,0,0,19.378273141059207,partly,partly,6.0,3.0,0.13636363636363635,4.3
ZDM,3,90,4,4,14,204.0,204.0,1066.0,484.0,2,1,4.887850127111539,from,from,4.0,4.0,0.18181818181818182,6.63
ZDM,3,90,4,5,14,216.0,216.0,216.0,216.0,1,0,2.256242288478346,the,the,3.0,5.0,0.22727272727272727,7.73
ZDM,3,90,4,6,14,288.0,288.0,288.0,288.0,1,0,3.269687722887985,perspective,perspective,11.0,6.0,0.2727272727272727,4.56
ZDM,3,90,4,7,14,,,,,0,0,0.03659587924577128,of,of,2.0,7.0,0.3181818181818182,7.4
ZDM,3,90,4,8,14,220.0,220.0,220.0,288.0,2,0,26.56132186284398,Aurelie,aurelie,7.0,8.0,0.36363636363636365,1.89
ZDM,3,90,4,9,14,,,,,0,0,3.6914094767563936,and,and,3.0,9.0,0.4090909090909091,7.41
ZDM,3,90,4,10,14,,,,,0,0,22.780516664082352,"Christelle,",christelle,10.0,10.0,0.45454545454545453,1.69
ZDM,3,90,4,11,14,,,,,0,0,3.1106158096254473,and,and,3.0,11.0,0.5,7.41
ZDM,3,90,4,12,14,242.0,242.0,242.0,538.0,3,0,16.518134068028907,infuses,infuses,7.0,12.0,0.5454545454545454,2.2
ZDM,3,90,4,13,14,170.0,170.0,1816.0,170.0,1,0,2.2603598971053036,the,the,3.0,13.0,0.5909090909090909,7.73
ZDM,3,91,5,0,26,,,,,0,0,,Features,features,8.0,0.0,0.0,4.94
ZDM,3,91,5,1,26,,,,,0,0,9.906712510066745,one,one,3.0,1.0,0.07142857142857142,6.47
ZDM,3,91,5,2,26,414.0,414.0,414.0,414.0,1,1,2.567581965387336,of,of,2.0,2.0,0.14285714285714285,7.4
ZDM,3,91,5,3,26,,,,,0,0,0.8395848189907338,the,the,3.0,3.0,0.21428571428571427,7.73
ZDM,3,91,5,4,26,,,,,0,0,2.050056071977244,most,most,4.0,4.0,0.2857142857142857,6.0
ZDM,3,91,5,5,26,,,,,0,0,14.564531026135054,affecting,affecting,9.0,5.0,0.35714285714285715,4.07
ZDM,3,91,5,6,26,222.0,222.0,222.0,222.0,1,0,13.612415808901648,depictions,depictions,10.0,6.0,0.42857142857142855,3.11
ZDM,3,91,5,7,26,172.0,172.0,172.0,172.0,1,0,0.3102560787193974,of,of,2.0,7.0,0.5,7.4
ZDM,3,91,5,8,26,,,,,0,0,5.728207578161274,a,a,1.0,8.0,0.5714285714285714,7.36
ZDM,3,91,5,9,26,,,,,0,0,9.433113565426778,love,love,4.0,9.0,0.6428571428571429,5.82
ZDM,3,91,5,10,26,,,,,0,0,3.9066055203708965,affair,affair,6.0,10.0,0.7142857142857143,4.3
ZDM,3,91,5,11,26,392.0,392.0,806.0,392.0,1,1,6.802175255253393,ever,ever,4.0,11.0,0.7857142857142857,5.66
ZDM,3,91,5,12,26,154.0,154.0,960.0,154.0,1,0,8.185909827912361,committed,committed,9.0,12.0,0.8571428571428571,4.65
ZDM,3,91,5,13,26,,,,,0,0,4.5410533030221165,to,to,2.0,13.0,0.9285714285714286,7.43
ZDM,3,91,5,14,26,,,,,0,0,7.951353181342279,film.,film,4.0,14.0,1.0,5.2
ZDM,3,91,5,15,26,,,,,0,0,,,,,,,
ZDM,3,91,5,16,26,,,,,0,0,,,,,,,
ZDM,3,91,5,17,26,,,,,0,0,,,,,,,
ZDM,3,91,5,18,26,,,,,0,0,,,,,,,
ZDM,3,91,5,19,26,,,,,0,0,,,,,,,
ZDM,3,91,5,20,26,,,,,0,0,,,,,,,
ZDM,3,91,5,21,26,,,,,0,0,,,,,,,
ZDM,3,91,5,22,26,,,,,0,0,,,,,,,
ZDM,3,91,5,23,26,,,,,0,0,,,,,,,
ZDM,3,91,5,24,26,,,,,0,0,,,,,,,
ZDM,3,91,5,25,26,,,,,0,0,,,,,,,
ZDM,3,92,6,0,26,,,,,0,0,,It,it,2.0,0.0,0.0,6.95
ZDM,3,92,6,1,26,248.0,248.0,248.0,454.0,2,1,4.183662347639545,is,is,2.0,1.0,0.058823529411764705,7.07
ZDM,3,92,6,2,26,,,,,0,0,15.450260940135415,intensely,intensely,9.0,2.0,0.11764705882352941,3.52
ZDM,3,92,6,3,26,226.0,226.0,432.0,704.0,3,1,5.137134507988258,personal,personal,8.0,3.0,0.17647058823529413,5.2
ZDM,3,92,6,4,26,164.0,164.0,164.0,164.0,1,1,2.3659218163089903,and,and,3.0,4.0,0.23529411764705882,7.41
ZDM,3,92,6,5,26,214.0,214.0,214.0,214.0,1,0,8.919686190569397,yet,yet,3.0,5.0,0.29411764705882354,5.54
ZDM,3,92,6,6,26,,,,,0,0,14.724909663578847,--,--,2.0,6.0,0.35294117647058826,0.0
ZDM,3,92,6,7,26,282.0,282.0,282.0,420.0,2,0,5.947864507773857,unlike,unlike,6.0,7.0,0.4117647058823529,4.57
ZDM,3,92,6,8,26,,,,,0,0,26.53492665352016,Quills,quills,6.0,8.0,0.47058823529411764,2.49
ZDM,3,92,6,9,26,,,,,0,0,1.5851322762120976,--,--,2.0,9.0,0.5294117647058824,0.0
ZDM,3,92,6,10,26,122.0,122.0,122.0,586.0,2,1,14.951473674424056,deftly,deftly,6.0,10.0,0.5882352941176471,2.85
ZDM,3,92,6,11,26,192.0,192.0,314.0,192.0,1,0,11.623729510110337,shows,shows,5.0,11.0,0.6470588235294118,5.23
ZDM,3,92,6,12,26,,,,,0,0,3.6530621611282115,us,us,2.0,12.0,0.7058823529411765,6.04
ZDM,3,92,6,13,26,154.0,306.0,306.0,306.0,2,0,2.6569976373800697,the,the,3.0,13.0,0.7647058823529411,7.73
ZDM,3,92,6,14,26,,,,,0,0,14.981513282110985,temper,temper,6.0,14.0,0.8235294117647058,3.81
ZDM,3,92,6,15,26,,,,,0,0,2.1575584714306157,of,of,2.0,15.0,0.8823529411764706,7.4
ZDM,3,92,6,16,26,190.0,190.0,190.0,190.0,1,0,1.970313220216987,the,the,3.0,16.0,0.9411764705882353,7.73
ZDM,3,92,6,17,26,,,,,0,0,9.775483900048293,times.,times,5.0,17.0,1.0,5.56
ZDM,3,92,6,18,26,174.0,174.0,174.0,174.0,1,0,,,,,,,
ZDM,3,92,6,19,26,,,,,0,0,,,,,,,
ZDM,3,92,6,20,26,182.0,182.0,182.0,202.0,2,1,,,,,,,
ZDM,3,92,6,21,26,,,,,0,0,,,,,,,
ZDM,3,92,6,22,26,124.0,124.0,648.0,936.0,5,1,,,,,,,
ZDM,3,92,6,23,26,136.0,136.0,1870.0,136.0,1,0,,,,,,,
ZDM,3,92,6,24,26,,,,,0,0,,,,,,,
ZDM,3,92,6,25,26,,,,,0,0,,,,,,,
ZDM,3,93,7,0,10,,,,,0,0,,Even,even,4.0,0.0,0.0,5.99
ZDM,3,93,7,1,10,,,,,0,0,6.945355627610906,as,as,2.0,1.0,0.05263157894736842,6.77
ZDM,3,93,7,2,10,,,,,0,0,4.580833922062589,I,i,1.0,2.0,0.10526315789473684,7.09
ZDM,3,93,7,3,10,196.0,196.0,196.0,196.0,1,1,19.20970985597892,valiantly,valiantly,9.0,3.0,0.15789473684210525,2.63
ZDM,3,93,7,4,10,138.0,138.0,138.0,138.0,1,0,8.0165475047181,struggled,struggled,9.0,4.0,0.21052631578947367,4.01
ZDM,3,93,7,5,10,,,,,0,0,0.6288294104171711,to,to,2.0,5.0,0.2631578947368421,7.43
ZDM,3,93,7,6,10,162.0,162.0,162.0,162.0,1,0,7.908005814105563,remain,remain,6.0,6.0,0.3157894736842105,4.83
ZDM,3,93,7,7,10,,,,,0,0,13.183267500203682,"interested,",interested,10.0,7.0,0.3684210526315789,4.95
ZDM,3,93,7,8,10,282.0,282.0,478.0,282.0,1,0,10.019481534237489,or,or,2.0,8.0,0.42105263157894735,6.54
ZDM,3,93,7,9,10,,,,,0,0,4.141998518572125,at,at,2.0,9.0,0.47368421052631576,6.7
ZDM,3,94,8,0,8,,,,,0,0,,...,,0.0,0.0,0.0,0.0
ZDM,3,94,8,1,8,176.0,176.0,176.0,176.0,1,1,6.874652183979998,a,a,1.0,1.0,0.25,7.36
ZDM,3,94,8,2,8,,,,,0,0,15.65966873565248,"solid,",solid,5.0,2.0,0.5,4.73
ZDM,3,94,8,3,8,162.0,162.0,162.0,414.0,2,0,12.924694078379886,well-formed,well-formed,11.0,3.0,0.75,4.66
ZDM,3,94,8,4,8,250.0,250.0,250.0,250.0,1,0,18.23083963499802,satire.,satire,6.0,4.0,1.0,3.65
ZDM,3,94,8,5,8,248.0,248.0,926.0,248.0,1,0,,,,,,,
ZDM,3,94,8,6,8,240.0,240.0,240.0,240.0,1,0,,,,,,,
ZDM,3,94,8,7,8,,,,,0,0,,,,,,,
ZDM,3,95,9,0,21,,,,,0,0,14.061126800169959,Deserves,deserves,8.0,0.0,0.0,4.34
ZDM,3,95,9,1,21,224.0,224.0,224.0,566.0,3,1,10.259941485298437,high,high,4.0,1.0,0.07692307692307693,5.75
ZDM,3,95,9,2,21,226.0,226.0,394.0,226.0,1,1,5.565603485215316,marks,marks,5.0,2.0,0.15384615384615385,4.49
ZDM,3,95,9,3,21,106.0,106.0,280.0,418.0,2,1,1.2571158716055684,for,for,3.0,3.0,0.23076923076923078,7.01
ZDM,3,95,9,4,21,250.0,250.0,250.0,700.0,4,1,11.159143832236786,political,political,9.0,4.0,0.3076923076923077,5.29
ZDM,3,95,9,5,21,,,,,0,0,5.136775408213256,courage,courage,7.0,5.0,0.38461538461538464,4.32
ZDM,3,95,9,6,21,206.0,206.0,486.0,206.0,1,0,8.429733759624186,but,but,3.0,6.0,0.46153846153846156,6.63
ZDM,3,95,9,7,21,,,,,0,0,11.41273844230943,barely,barely,6.0,7.0,0.5384615384615384,4.49
ZDM,3,95,9,8,21,270.0,270.0,270.0,270.0,1,0,5.084416322053979,gets,gets,4.0,8.0,0.6153846153846154,5.25
ZDM,3,95,9,9,21,,,,,0,0,7.022652886075893,by,by,2.0,9.0,0.6923076923076923,6.66
ZDM,3,95,9,10,21,240.0,240.0,240.0,368.0,2,0,2.2505892187444854,on,on,2.0,10.0,0.7692307692307693,6.91
ZDM,3,95,9,11,21,,,,,0,0,8.212566450865493,its,its,3.0,11.0,0.8461538461538461,6.14
ZDM,3,95,9,12,21,,,,,0,0,15.247787829066441,artistic,artistic,8.0,12.0,0.9230769230769231,4.17
ZDM,3,95,9,13,21,264.0,264.0,264.0,264.0,1,1,4.531952153121107,merits.,merits,6.0,13.0,1.0,3.67
ZDM,3,95,9,14,21,142.0,142.0,406.0,142.0,1,0,,,,,,,
ZDM,3,95,9,15,21,212.0,212.0,212.0,212.0,1,0,,,,,,,
ZDM,3,95,9,16,21,,,,,0,0,,,,,,,
ZDM,3,95,9,17,21,,,,,0,0,,,,,,,
ZDM,3,95,9,18,21,,,,,0,0,,,,,,,
ZDM,3,95,9,19,21,222.0,222.0,1506.0,222.0,1,0,,,,,,,
ZDM,3,95,9,20,21,,,,,0,0,,,,,,,
ZDM,3,96,10,0,21,,,,,0,0,,Read,read,4.0,0.0,0.0,5.54
ZDM,3,96,10,1,21,,,,,0,0,11.459003151252732,My,my,2.0,1.0,0.04,6.57
ZDM,3,96,10,2,21,310.0,310.0,310.0,310.0,1,1,13.344993793699636,Lips,lips,4.0,2.0,0.08,4.35
ZDM,3,96,10,3,21,188.0,188.0,188.0,188.0,1,0,8.765221692523474,is,is,2.0,3.0,0.12,7.07
ZDM,3,96,10,4,21,,,,,0,0,8.677561447448097,to,to,2.0,4.0,0.16,7.43
ZDM,3,96,10,5,21,246.0,246.0,246.0,246.0,1,0,3.9265076966940424,be,be,2.0,5.0,0.2,6.79
ZDM,3,96,10,6,21,,,,,0,0,8.943888965060019,viewed,viewed,6.0,6.0,0.24,4.31
ZDM,3,96,10,7,21,,,,,0,0,6.227656891087129,and,and,3.0,7.0,0.28,7.41
ZDM,3,96,10,8,21,220.0,220.0,220.0,220.0,1,0,14.481953749803758,treasured,treasured,9.0,8.0,0.32,3.12
ZDM,3,96,10,9,21,,,,,0,0,4.783907940513679,for,for,3.0,9.0,0.36,7.01
ZDM,3,96,10,10,21,,,,,0,0,2.5981697677738897,its,its,3.0,10.0,0.4,6.14
ZDM,3,96,10,11,21,,,,,0,0,7.59419388659042,extraordinary,extraordinary,13.0,11.0,0.44,4.36
ZDM,3,96,10,12,21,220.0,336.0,336.0,336.0,2,1,11.109681621848644,intelligence,intelligence,12.0,12.0,0.48,4.7
ZDM,3,96,10,13,21,,,,,0,0,1.309008712798356,and,and,3.0,13.0,0.52,7.41
ZDM,3,96,10,14,21,158.0,158.0,1060.0,414.0,2,0,7.195242442215766,originality,originality,11.0,14.0,0.56,3.34
ZDM,3,96,10,15,21,,,,,0,0,6.729206456145321,as,as,2.0,15.0,0.6,6.77
ZDM,3,96,10,16,21,,,,,0,0,0.7395677064421894,well,well,4.0,16.0,0.64,6.03
ZDM,3,96,10,17,21,,,,,0,0,0.005521757620890616,as,as,2.0,17.0,0.68,6.77
ZDM,3,96,10,18,21,,,,,0,0,0.8756899108082921,its,its,3.0,18.0,0.72,6.14
ZDM,3,96,10,19,21,,,,,0,0,10.239732454304947,lyrical,lyrical,7.0,19.0,0.76,3.43
ZDM,3,96,10,20,21,,,,,0,0,14.522559004157287,variations,variations,10.0,20.0,0.8,4.09
ZDM,3,97,11,0,4,,,,,0,0,,...,,0.0,0.0,0.0,0.0
ZDM,3,97,11,1,4,,,,,0,0,15.471951392062232,creates,creates,7.0,1.0,0.04,4.28
ZDM,3,97,11,2,4,190.0,190.0,488.0,488.0,2,1,1.39436310048229,a,a,1.0,2.0,0.08,7.36
ZDM,3,97,11,3,4,210.0,210.0,698.0,210.0,1,0,15.404966213342979,visceral,visceral,8.0,3.0,0.12,3.26
ZDM,3,98,12,0,23,,,,,0,0,15.863875087876849,Reeks,reeks,5.0,0.0,0.0,2.81
ZDM,3,98,12,1,23,,,,,0,0,6.684728990909784,of,of,2.0,1.0,0.1111111111111111,7.4
ZDM,3,98,12,2,23,244.0,244.0,244.0,874.0,4,1,18.782748127985954,rot,rot,3.0,2.0,0.2222222222222222,3.7
ZDM,3,98,12,3,23,252.0,252.0,252.0,406.0,2,0,7.195884818914569,and,and,3.0,3.0,0.3333333333333333,7.41
ZDM,3,98,12,4,23,260.0,260.0,260.0,548.0,3,1,14.985013473021345,hack,hack,4.0,4.0,0.4444444444444444,4.05
ZDM,3,98,12,5,23,,,,,0,0,8.784350978813642,work,work,4.0,5.0,0.5555555555555556,5.96
ZDM,3,98,12,6,23,186.0,532.0,532.0,1242.0,7,0,6.570759527836018,from,from,4.0,6.0,0.6666666666666666,6.63
ZDM,3,98,12,7,23,,,,,0,0,9.592390138043841,start,start,5.0,7.0,0.7777777777777778,5.56
ZDM,3,98,12,8,23,,,,,0,0,0.26624638479637674,to,to,2.0,8.0,0.8888888888888888,7.43
ZDM,3,98,12,9,23,244.0,244.0,244.0,480.0,2,1,1.4146446355992635,finish.,finish,6.0,9.0,1.0,4.91
ZDM,3,98,12,10,23,130.0,130.0,366.0,130.0,1,0,,,,,,,
ZDM,3,98,12,11,23,280.0,280.0,280.0,782.0,3,0,,,,,,,
ZDM,3,98,12,12,23,,,,,0,0,,,,,,,
ZDM,3,98,12,13,23,186.0,186.0,186.0,574.0,2,0,,,,,,,
ZDM,3,98,12,14,23,192.0,192.0,1768.0,192.0,1,1,,,,,,,
ZDM,3,98,12,15,23,,,,,0,0,,,,,,,
ZDM,3,98,12,16,23,268.0,268.0,2036.0,268.0,1,0,,,,,,,
ZDM,3,98,12,17,23,338.0,338.0,2698.0,510.0,2,0,,,,,,,
ZDM,3,98,12,18,23,,,,,0,0,,,,,,,
ZDM,3,98,12,19,23,,,,,0,0,,,,,,,
ZDM,3,98,12,20,23,,,,,0,0,,,,,,,
ZDM,3,98,12,21,23,,,,,0,0,,,,,,,
ZDM,3,98,12,22,23,,,,,0,0,,,,,,,
ZDM,3,99,13,0,16,,,,,0,0,,Just,just,4.0,0.0,0.0,6.43
ZDM,3,99,13,1,16,164.0,164.0,164.0,650.0,3,1,9.517565302167657,how,how,3.0,1.0,0.14285714285714285,6.24
ZDM,3,99,13,2,16,,,,,0,0,9.220919994931037,these,these,5.0,2.0,0.2857142857142857,6.04
ZDM,3,99,13,3,16,236.0,236.0,236.0,528.0,2,0,9.66381934846139,families,families,8.0,3.0,0.42857142857142855,4.94
ZDM,3,99,13,4,16,162.0,162.0,162.0,162.0,1,0,8.42755577133366,interact,interact,8.0,4.0,0.5714285714285714,4.05
ZDM,3,99,13,5,16,,,,,0,0,6.940311720426401,may,may,3.0,5.0,0.7142857142857143,5.98
ZDM,3,99,13,6,16,,,,,0,0,7.521051041039675,surprise,surprise,8.0,6.0,0.8571428571428571,4.75
ZDM,3,99,13,7,16,,,,,0,0,1.88118690903433,you.,you,3.0,7.0,1.0,6.98
ZDM,3,99,13,8,16,,,,,0,0,,,,,,,
ZDM,3,99,13,9,16,260.0,260.0,260.0,260.0,1,1,,,,,,,
ZDM,3,99,13,10,16,118.0,118.0,378.0,118.0,1,0,,,,,,,
ZDM,3,99,13,11,16,214.0,214.0,214.0,214.0,1,0,,,,,,,
ZDM,3,99,13,12,16,290.0,290.0,290.0,290.0,1,0,,,,,,,
ZDM,3,99,13,13,16,,,,,0,0,,,,,,,
ZDM,3,99,13,14,16,210.0,210.0,210.0,210.0,1,0,,,,,,,
ZDM,3,99,13,15,16,332.0,332.0,1110.0,332.0,1,0,,,,,,,
ZDM,3,100,14,0,23,,,,,0,0,,The,the,3.0,0.0,0.0,7.73
ZDM,3,100,14,1,23,,,,,0,0,16.006741763879187,Movie,movie,5.0,1.0,0.05,5.16
ZDM,3,100,14,2,23,234.0,234.0,234.0,234.0,1,0,5.857385123085536,is,is,2.0,2.0,0.1,7.07
ZDM,3,100,14,3,23,,,,,0,0,10.415647010152986,what,what,4.0,3.0,0.15,6.38
ZDM,3,100,14,4,23,500.0,500.0,500.0,500.0,1,0,5.54164698988073,happens,happens,7.0,4.0,0.2,4.96
ZDM,3,100,14,5,23,,,,,0,0,0.6439303900718427,when,when,4.0,5.0,0.25,6.37
ZDM,3,100,14,6,23,,,,,0,0,1.7332490665973252,you,you,3.0,6.0,0.3,6.98
ZDM,3,100,14,7,23,,,,,0,0,10.195413594694712,blow,blow,4.0,7.0,0.35,4.59
ZDM,3,100,14,8,23,,,,,0,0,1.6664000981375549,up,up,2.0,8.0,0.4,6.39
ZDM,3,100,14,9,23,194.0,194.0,194.0,194.0,1,0,11.29053788956537,small,small,5.0,9.0,0.45,5.51
ZDM,3,100,14,10,23,182.0,182.0,182.0,182.0,1,0,11.066983145153632,potatoes,potatoes,8.0,10.0,0.5,4.09
ZDM,3,100,14,11,23,222.0,222.0,222.0,222.0,1,0,6.88586682867746,to,to,2.0,11.0,0.55,7.43
ZDM,3,100,14,12,23,,,,,0,0,13.437183373868136,10,10,2.0,12.0,0.6,5.32
ZDM,3,100,14,13,23,,,,,0,0,4.6699687463864645,times,times,5.0,13.0,0.65,5.56
ZDM,3,100,14,14,23,,,,,0,0,1.2933903663342265,their,their,5.0,14.0,0.7,6.33
ZDM,3,100,14,15,23,,,,,0,0,7.647128770664786,natural,natural,7.0,15.0,0.75,5.11
ZDM,3,100,14,16,23,,,,,0,0,4.941750177822547,"size,",size,4.0,16.0,0.8,5.13
ZDM,3,100,14,17,23,282.0,282.0,282.0,282.0,1,1,2.2417699484082405,and,and,3.0,17.0,0.85,7.41
