global_sent_idx,word_idx,word,dep_length,dep_rel,pos,is_root
158,27,that,7,mark,SCONJ,0
158,28,even,4,advmod,ADV,0
158,29,the,3,det,DET,0
158,30,stuffiest,2,amod,ADJ,0
158,31,cinema,1,compound,NOUN,0
158,32,goers,2,nsubj,NOUN,0
158,33,will,1,aux,AUX,0
158,34,laugh,8,ccomp,VERB,0
158,35,their,1,poss,PRON,0
158,36,1,2,dobj,NUM,0
158,37,*,3,dobj,NOUN,0
158,38,*,4,dobj,NOUN,0
158,39,*,5,punct,NOUN,0
158,40,off,6,advmod,ADV,0
158,41,for,1,prep,ADP,0
158,42,an,7,det,DET,0
158,43,hour,6,compound,NOUN,0
158,44,-,1,punct,PUNCT,0
158,45,and,2,cc,CCONJ,0
158,46,-,3,punct,PUNCT,0
158,47,a,4,dep,PRON,0
158,48,-,1,punct,PUNCT,0
158,49,half,8,pobj,NOUN,0
158,50,.,24,punct,PUNCT,0
159,0,There,1,expl,PRON,0
159,1,is,0,ROOT,VERB,1
159,2,a,2,det,DET,0
159,3,refreshing,1,amod,ADJ,0
159,4,absence,3,attr,NOUN,0
159,5,of,1,prep,ADP,0
159,6,cynicism,1,pobj,NOUN,0
159,7,in,3,prep,ADP,0
159,8,Stuart,1,compound,PROPN,0
159,9,Little,2,pobj,PROPN,0
159,10,2,1,nummod,NUM,0
159,11,--,2,punct,PUNCT,0
159,12,quite,2,predet,DET,0
159,13,a,1,det,DET,0
159,14,rarity,5,appos,NOUN,0
159,15,",",14,punct,PUNCT,0
159,16,even,1,advmod,ADV,0
159,17,in,16,prep,ADP,0
159,18,the,3,det,DET,0
159,19,family,2,compound,NOUN,0
159,20,film,1,compound,NOUN,0
159,21,market,4,pobj,NOUN,0
159,22,.,21,punct,PUNCT,0
160,0,There,1,expl,PRON,0
160,1,are,0,ROOT,VERB,1
160,2,plot,1,compound,NOUN,0
160,3,holes,2,attr,NOUN,0
160,4,big,1,amod,ADJ,0
160,5,enough,1,advmod,ADV,0
160,6,for,2,prep,ADP,0
160,7,Shamu,1,pobj,PROPN,0
160,8,the,2,det,DET,0
160,9,killer,1,compound,NOUN,0
160,10,whale,9,attr,NOUN,0
160,11,to,1,aux,PART,0
160,12,swim,2,relcl,VERB,0
160,13,through,1,advmod,ADV,0
160,14,.,13,punct,PUNCT,0
161,0,...,2,punct,PUNCT,0
161,1,always,1,advmod,ADV,0
161,2,remains,0,ROOT,VERB,1
161,3,movingly,1,advmod,ADV,0
161,4,genuine,2,acomp,ADJ,0
161,5,.,3,punct,PUNCT,0
162,0,Stitch,1,nsubj,NOUN,0
162,1,is,0,ROOT,AUX,1
162,2,a,2,det,DET,0
162,3,bad,1,amod,ADJ,0
162,4,mannered,3,attr,ADJ,0
162,5,",",1,punct,PUNCT,0
162,6,ugly,2,conj,ADJ,0
162,7,and,1,cc,CCONJ,0
162,8,destructive,2,conj,ADJ,0
162,9,little,5,conj,ADJ,0
162,10,*,9,attr,NOUN,0
162,11,*,10,attr,PUNCT,0
162,12,*,11,attr,PUNCT,0
162,13,*,12,attr,PUNCT,0
162,14,.,13,punct,PUNCT,0
163,0,The,1,det,DET,0
163,1,cast,1,nsubj,NOUN,0
163,2,is,0,ROOT,AUX,1
163,3,top,2,amod,ADJ,0
163,4,-,1,punct,PUNCT,0
163,5,notch,3,acomp,NOUN,0
163,6,and,4,cc,CCONJ,0
163,7,I,1,nsubj,PRON,0
163,8,predict,6,conj,VERB,0
163,9,there,2,expl,PRON,0
163,10,will,1,aux,AUX,0
163,11,be,3,ccomp,AUX,0
163,12,plenty,1,attr,NOUN,0
163,13,of,1,prep,ADP,0
163,14,female,2,amod,ADJ,0
163,15,audience,1,compound,NOUN,0
163,16,members,3,pobj,NOUN,0
163,17,drooling,1,acl,VERB,0
163,18,over,1,prep,ADP,0
163,19,Michael,1,compound,PROPN,0
163,20,Idemoto,2,pobj,PROPN,0
163,21,as,4,prep,ADP,0
163,22,Michael,1,pobj,PROPN,0
163,23,.,15,punct,PUNCT,0
164,0,Kirshner,3,nsubj,PROPN,0
164,1,and,1,cc,CCONJ,0
164,2,Monroe,2,conj,PROPN,0
164,3,seem,0,ROOT,VERB,1
164,4,to,1,aux,PART,0
164,5,be,2,xcomp,AUX,0
164,6,in,1,prep,ADP,0
164,7,a,1,det,DET,0
164,8,contest,2,pobj,NOUN,0
164,9,to,1,aux,PART,0
164,10,see,5,advcl,VERB,0
164,11,who,1,nsubj,PRON,0
164,12,can,5,aux,AUX,0
164,13,out,2,advmod,ADV,0
164,14,-,1,punct,PUNCT,0
164,15,bad,2,amod,ADJ,0
164,16,-,1,punct,PUNCT,0
164,17,act,7,ccomp,NOUN,0
164,18,the,1,det,DET,0
164,19,other,2,dobj,ADJ,0
164,20,.,17,punct,PUNCT,0
165,0,This,1,nsubj,PRON,0
165,1,is,0,ROOT,AUX,1
165,2,one,1,attr,NUM,0
165,3,of,1,prep,ADP,0
165,4,those,2,det,DET,0
165,5,war,1,compound,NOUN,0
165,6,movies,3,pobj,NOUN,0
165,7,that,1,nsubj,PRON,0
165,8,focuses,2,relcl,VERB,0
165,9,on,1,prep,ADP,0
165,10,human,1,amod,ADJ,0
165,11,interaction,2,pobj,NOUN,0
165,12,rather,1,advmod,ADV,0
165,13,than,2,cc,ADP,0
165,14,battle,3,nmod,NOUN,0
165,15,and,1,cc,CCONJ,0
165,16,action,2,conj,NOUN,0
165,17,sequences,6,conj,NOUN,0
165,18,...,17,punct,PUNCT,0
165,19,and,2,cc,CCONJ,0
165,20,it,1,nsubj,PRON,0
165,21,'s,0,ROOT,AUX,1
165,22,all,1,advmod,DET,0
165,23,the,1,advmod,PRON,0
165,24,stronger,3,acomp,ADJ,0
165,25,because,4,prep,SCONJ,0
165,26,of,1,pcomp,ADP,0
165,27,it,2,pobj,PRON,0
165,28,.,7,punct,PUNCT,0
166,0,Like,8,prep,ADP,0
166,1,life,1,pobj,NOUN,0
166,2,on,1,prep,ADP,0
166,3,the,1,det,DET,0
166,4,island,2,pobj,NOUN,0
166,5,",",3,punct,PUNCT,0
166,6,the,1,det,DET,0
166,7,movie,1,nsubj,NOUN,0
166,8,grows,0,ROOT,VERB,1
166,9,boring,1,acomp,ADJ,0
166,10,despite,2,prep,SCONJ,0
166,11,the,1,det,DET,0
166,12,scenery,2,pobj,NOUN,0
166,13,.,5,punct,PUNCT,0
167,0,It,2,nsubjpass,PRON,0
167,1,'s,1,auxpass,AUX,0
167,2,anchored,0,ROOT,VERB,1
167,3,by,1,agent,ADP,0
167,4,splendid,1,amod,ADJ,0
167,5,performances,2,pobj,NOUN,0
167,6,from,4,prep,ADP,0
167,7,an,3,det,DET,0
167,8,honored,2,amod,ADJ,0
167,9,screen,1,compound,NOUN,0
167,10,veteran,4,pobj,NOUN,0
167,11,and,1,cc,CCONJ,0
167,12,a,2,det,DET,0
167,13,sparkling,1,amod,ADJ,0
167,14,newcomer,4,conj,NOUN,0
167,15,who,2,nsubj,PRON,0
167,16,instantly,1,advmod,ADV,0
167,17,transform,3,relcl,VERB,0
167,18,themselves,1,dobj,PRON,0
167,19,into,2,prep,ADP,0
167,20,a,5,det,DET,0
167,21,believable,4,amod,ADJ,0
167,22,mother,3,nmod,NOUN,0
167,23,/,1,punct,SYM,0
167,24,daughter,1,compound,NOUN,0
167,25,pair,6,pobj,NOUN,0
167,26,.,24,punct,PUNCT,0
168,0,An,3,det,DET,0
168,1,atonal,2,amod,ADJ,0
168,2,estrogen,1,compound,NOUN,0
168,3,opera,0,ROOT,NOUN,1
168,4,that,1,nsubj,PRON,0
168,5,demonizes,2,relcl,VERB,0
168,6,feminism,1,dobj,NOUN,0
168,7,while,1,mark,SCONJ,0
168,8,gifting,3,advcl,VERB,0
168,9,the,3,det,DET,0
168,10,most,1,advmod,ADV,0
168,11,sympathetic,1,amod,ADJ,0
168,12,male,4,dobj,NOUN,0
168,13,of,1,prep,ADP,0
168,14,the,1,det,DET,0
168,15,piece,2,pobj,NOUN,0
168,16,with,8,prep,ADP,0
168,17,a,3,det,DET,0
168,18,nice,2,amod,ADJ,0
168,19,vomit,1,compound,NOUN,0
168,20,bath,4,pobj,NOUN,0
168,21,at,1,prep,ADP,0
168,22,his,1,poss,PRON,0
168,23,wedding,2,pobj,NOUN,0
168,24,.,21,punct,PUNCT,0
169,0,Even,1,advmod,ADV,0
169,1,by,13,prep,ADP,0
169,2,the,3,det,DET,0
169,3,intentionally,1,advmod,ADV,0
169,4,low,1,amod,ADJ,0
169,5,standards,4,pobj,NOUN,0
169,6,of,1,prep,ADP,0
169,7,frat,2,compound,NOUN,0
169,8,-,1,punct,PUNCT,0
169,9,boy,1,compound,NOUN,0
169,10,humor,4,pobj,NOUN,0
169,11,",",3,punct,PUNCT,0
169,12,Sorority,1,compound,PROPN,0
169,13,Boys,1,nsubj,PROPN,0
169,14,is,0,ROOT,AUX,1
169,15,a,1,det,DET,0
169,16,bowser,2,attr,NOUN,0
169,17,.,3,punct,PUNCT,0
170,0,Director,4,nmod,NOUN,0
170,1,of,1,prep,ADP,0
170,2,photography,1,pobj,NOUN,0
170,3,Benoit,1,compound,PROPN,0
170,4,Delhomme,1,nsubj,PROPN,0
170,5,shot,0,ROOT,VERB,1
170,6,the,1,det,DET,0
170,7,movie,2,dobj,NOUN,0
170,8,in,3,prep,ADP,0
170,9,delicious,1,amod,ADJ,0
170,10,colors,2,pobj,NOUN,0
170,11,",",6,punct,PUNCT,0
170,12,and,7,cc,CCONJ,0
170,13,the,1,det,DET,0
170,14,costumes,3,nsubj,NOUN,0
170,15,and,1,cc,CCONJ,0
170,16,sets,2,conj,NOUN,0
170,17,are,12,conj,AUX,0
170,18,grand,1,acomp,ADJ,0
170,19,.,2,punct,PUNCT,0
171,0,The,2,det,DET,0
171,1,only,1,amod,ADJ,0
171,2,entertainment,11,nsubj,NOUN,0
171,3,you,2,nsubj,PRON,0
171,4,'ll,1,aux,AUX,0
171,5,derive,3,relcl,VERB,0
171,6,from,1,prep,ADP,0
171,7,this,4,det,DET,0
171,8,choppy,3,amod,ADJ,0
171,9,and,1,cc,CCONJ,0
171,10,sloppy,2,conj,ADJ,0
171,11,affair,5,pobj,NOUN,0
171,12,will,1,aux,AUX,0
171,13,be,0,ROOT,AUX,1
171,14,from,1,prep,ADP,0
171,15,unintentional,1,amod,ADJ,0
171,16,giggles,2,pobj,NOUN,0
171,17,--,4,punct,PUNCT,0
171,18,several,5,acomp,ADJ,0
171,19,of,1,prep,ADP,0
171,20,them,1,pobj,PRON,0
171,21,.,8,punct,PUNCT,0
172,0,The,1,det,DET,0
172,1,film,1,nsubj,NOUN,0
172,2,serves,0,ROOT,VERB,1
172,3,as,1,prep,ADP,0
172,4,a,3,det,DET,0
172,5,valuable,2,amod,ADJ,0
172,6,time,1,compound,NOUN,0
172,7,capsule,4,pobj,NOUN,0
172,8,to,1,aux,PART,0
172,9,remind,7,advcl,VERB,0
172,10,us,1,dobj,PRON,0
172,11,of,2,prep,ADP,0
172,12,the,2,det,DET,0
172,13,devastating,1,amod,ADJ,0
172,14,horror,3,pobj,NOUN,0
172,15,suffered,1,acl,VERB,0
172,16,by,1,agent,ADP,0
172,17,an,2,det,DET,0
172,18,entire,1,amod,ADJ,0
172,19,people,3,pobj,NOUN,0
172,20,.,18,punct,PUNCT,0
173,0,A,3,det,DET,0
173,1,bittersweet,2,amod,ADJ,0
173,2,contemporary,1,amod,ADJ,0
173,3,comedy,0,ROOT,NOUN,1
173,4,about,1,prep,ADP,0
173,5,benevolent,1,amod,ADJ,0
173,6,deception,2,pobj,NOUN,0
173,7,",",1,punct,PUNCT,0
173,8,which,13,nsubj,PRON,0
173,9,",",12,punct,PUNCT,0
173,10,while,4,mark,SCONJ,0
173,11,it,3,nsubj,PRON,0
173,12,may,2,aux,AUX,0
173,13,not,1,neg,PART,0
173,14,rival,7,advcl,VERB,0
173,15,the,1,det,DET,0
173,16,filmmaker,3,poss,NOUN,0
173,17,'s,1,case,PART,0
173,18,period,1,compound,NOUN,0
173,19,pieces,5,dobj,NOUN,0
173,20,",",1,punct,PUNCT,0
173,21,is,15,relcl,AUX,0
173,22,still,1,advmod,ADV,0
173,23,very,1,advmod,ADV,0
173,24,much,1,advmod,ADV,0
173,25,worth,4,acomp,ADJ,0
173,26,seeing,1,xcomp,VERB,0
173,27,.,24,punct,PUNCT,0
174,0,Attal,1,nsubj,NOUN,0
174,1,pushes,0,ROOT,VERB,1
174,2,too,1,advmod,ADV,0
174,3,hard,2,advmod,ADJ,0
174,4,to,1,aux,PART,0
174,5,make,2,xcomp,VERB,0
174,6,this,2,nsubj,PRON,0
174,7,a,1,det,DET,0
174,8,comedy,3,ccomp,NOUN,0
174,9,or,1,cc,CCONJ,0
174,10,serious,1,amod,ADJ,0
174,11,drama,3,conj,NOUN,0
174,12,.,11,punct,PUNCT,0
175,0,Isabelle,1,compound,PROPN,0
175,1,Huppert,1,compound,PROPN,0
175,2,excels,8,nsubj,NOUN,0
175,3,as,1,prep,ADP,0
175,4,the,5,det,DET,0
175,5,enigmatic,4,amod,ADJ,0
175,6,Mika,3,nmod,PROPN,0
175,7,and,1,cc,CCONJ,0
175,8,Anna,2,conj,PROPN,0
175,9,Mouglalis,1,nsubj,PROPN,0
175,10,is,0,ROOT,AUX,1
175,11,a,4,det,DET,0
175,12,stunning,3,amod,ADJ,0
175,13,new,2,amod,ADJ,0
175,14,young,1,amod,ADJ,0
175,15,talent,5,attr,NOUN,0
175,16,in,1,prep,ADP,0
175,17,one,1,pobj,NUM,0
175,18,of,1,prep,ADP,0
175,19,Chabrol,5,poss,PROPN,0
175,20,'s,1,case,PART,0
175,21,most,1,advmod,ADV,0
175,22,intense,2,amod,ADJ,0
175,23,psychological,1,amod,ADJ,0
175,24,mysteries,6,pobj,NOUN,0
175,25,.,15,punct,PUNCT,0
176,0,A,2,det,DET,0
176,1,small,1,amod,ADJ,0
176,2,movie,0,ROOT,NOUN,1
176,3,with,1,prep,ADP,0
176,4,a,2,det,DET,0
176,5,big,1,amod,ADJ,0
176,6,impact,3,pobj,NOUN,0
176,7,.,5,punct,PUNCT,0
177,0,This,5,det,DET,0
177,1,bold,4,amod,ADJ,0
177,2,and,1,cc,CCONJ,0
177,3,lyrical,2,conj,ADJ,0
177,4,first,1,amod,ADJ,0
177,5,feature,4,nsubj,NOUN,0
177,6,from,1,prep,ADP,0
177,7,Raja,1,compound,PROPN,0
177,8,Amari,2,pobj,PROPN,0
177,9,expands,0,ROOT,VERB,1
177,10,the,2,det,DET,0
177,11,pat,1,compound,PROPN,0
177,12,notion,3,dobj,NOUN,0
177,13,that,7,mark,SCONJ,0
177,14,middle,2,amod,NOUN,0
177,15,-,1,punct,PUNCT,0
177,16,aged,1,amod,ADJ,0
177,17,women,2,nsubj,NOUN,0
177,18,just,1,advmod,ADV,0
177,19,wanna,1,nsubj,PROPN,0
177,20,have,8,acl,AUX,0
177,21,fun,1,dobj,NOUN,0
177,22,into,2,prep,ADP,0
177,23,a,2,det,DET,0
177,24,rousing,1,amod,VERB,0
177,25,treatise,3,pobj,NOUN,0
177,26,of,1,prep,ADP,0
177,27,sensual,1,amod,ADJ,0
177,28,empowerment,2,pobj,NOUN,0
177,29,.,20,punct,PUNCT,0
178,0,Photographed,0,ROOT,VERB,1
178,1,with,1,prep,ADP,0
178,2,melancholy,1,amod,ADJ,0
178,3,richness,2,pobj,NOUN,0
178,4,and,1,cc,CCONJ,0
178,5,eloquently,1,advmod,ADV,0
178,6,performed,3,conj,VERB,0
178,7,yet,1,advmod,ADV,0
178,8,also,2,advmod,ADV,0
178,9,decidedly,1,advmod,ADV,0
178,10,uncinematic,4,oprd,ADJ,0
178,11,.,11,punct,PUNCT,0
179,0,Hey,5,intj,INTJ,0
179,1,Arnold,4,nsubjpass,PROPN,0
179,2,!,1,punct,PROPN,0
179,3,is,2,auxpass,AUX,0
179,4,now,1,advmod,ADV,0
179,5,stretched,0,ROOT,VERB,1
179,6,to,2,aux,PART,0
179,7,barely,1,advmod,ADV,0
179,8,feature,3,advcl,VERB,0
179,9,length,1,dobj,NOUN,0
179,10,",",2,punct,PUNCT,0
179,11,with,3,prep,ADP,0
179,12,a,3,det,DET,0
179,13,little,1,advmod,ADJ,0
179,14,more,1,amod,ADJ,0
179,15,attention,4,pobj,NOUN,0
179,16,paid,1,acl,VERB,0
179,17,to,1,prep,ADP,0
179,18,the,1,det,DET,0
179,19,animation,2,pobj,NOUN,0
179,20,.,15,punct,PUNCT,0
180,0,After,5,prep,ADP,0
180,1,that,1,pobj,PRON,0
180,2,",",3,punct,PUNCT,0
180,3,it,2,nsubj,PRON,0
180,4,just,1,advmod,ADV,0
180,5,gets,0,ROOT,VERB,1
180,6,stupid,1,acomp,ADJ,0
180,7,and,1,cc,CCONJ,0
180,8,maudlin,2,conj,PROPN,0
180,9,.,4,punct,PUNCT,0
181,0,The,1,det,DET,0
181,1,stunning,5,amod,ADJ,0
181,2,",",4,punct,PUNCT,0
181,3,dreamlike,1,amod,ADJ,0
181,4,visuals,2,nsubj,NOUN,0
181,5,will,1,aux,AUX,0
181,6,impress,0,ROOT,VERB,1
181,7,even,2,advmod,ADV,0
181,8,those,1,det,DET,0
181,9,viewers,3,dobj,NOUN,0
181,10,who,1,nsubj,PRON,0
181,11,have,2,relcl,VERB,0
181,12,little,1,amod,ADJ,0
181,13,patience,2,dobj,NOUN,0
181,14,for,1,prep,ADP,0
181,15,Euro,2,compound,NOUN,0
181,16,-,1,punct,PUNCT,0
181,17,film,1,compound,NOUN,0
181,18,pretension,4,pobj,NOUN,0
181,19,.,13,punct,PUNCT,0
182,0,Plods,0,ROOT,NOUN,1
182,1,along,1,advmod,ADV,0
182,2,",",2,punct,PUNCT,0
182,3,minus,3,cc,CCONJ,0
182,4,the,2,det,DET,0
182,5,twisted,1,amod,ADJ,0
182,6,humor,6,conj,NOUN,0
182,7,and,1,cc,CCONJ,0
182,8,eye,2,npadvmod,NOUN,0
182,9,-,1,punct,PUNCT,0
182,10,popping,1,amod,VERB,0
182,11,visuals,5,conj,NOUN,0
182,12,that,2,nsubj,PRON,0
182,13,have,1,aux,AUX,0
182,14,made,3,relcl,VERB,0
182,15,Miike,1,dobj,PROPN,0
182,16,...,16,punct,PUNCT,0
182,17,a,2,det,DET,0
182,18,cult,1,compound,NOUN,0
182,19,hero,19,appos,NOUN,0
182,20,.,20,punct,PUNCT,0
183,0,Impresses,0,ROOT,NOUN,1
183,1,as,1,prep,ADP,0
183,2,a,8,det,DET,0
183,3,skillfully,1,advmod,ADV,0
183,4,assembled,6,amod,VERB,0
183,5,",",5,punct,PUNCT,0
183,6,highly,1,advmod,ADV,0
183,7,polished,3,amod,ADJ,0
183,8,and,1,cc,CCONJ,0
183,9,professional,2,conj,ADJ,0
183,10,adaptation,9,pobj,NOUN,0
183,11,...,11,punct,PUNCT,0
183,12,just,3,advmod,ADV,0
183,13,about,2,advmod,ADV,0
183,14,as,1,advmod,ADP,0
183,15,chilling,15,amod,VERB,0
183,16,and,1,cc,CCONJ,0
183,17,unsettling,2,conj,ADJ,0
183,18,as,1,prep,ADP,0
183,19,`,1,punct,PUNCT,0
183,20,Manhunter,2,nsubj,PROPN,0
183,21,',1,punct,PUNCT,0
183,22,was,4,pcomp,AUX,0
183,23,.,23,punct,PUNCT,0
184,0,For,6,prep,ADP,0
184,1,the,2,det,DET,0
184,2,most,1,amod,ADJ,0
184,3,part,3,pobj,NOUN,0
184,4,",",2,punct,PUNCT,0
184,5,it,1,nsubj,PRON,0
184,6,'s,0,ROOT,AUX,1
184,7,a,1,det,DET,0
184,8,work,2,attr,NOUN,0
184,9,of,1,prep,ADP,0
184,10,incendiary,1,amod,ADJ,0
184,11,genius,2,pobj,NOUN,0
184,12,",",6,punct,PUNCT,0
184,13,steering,7,advcl,VERB,0
184,14,clear,1,advmod,ADV,0
184,15,of,1,prep,ADP,0
184,16,knee,2,compound,NOUN,0
184,17,-,1,punct,PUNCT,0
184,18,jerk,1,compound,NOUN,0
184,19,reactions,4,pobj,NOUN,0
184,20,and,1,cc,CCONJ,0
184,21,quick,1,amod,ADJ,0
184,22,solutions,3,conj,NOUN,0
184,23,.,17,punct,PUNCT,0
185,0,It,3,nsubjpass,PRON,0
185,1,'s,2,auxpass,AUX,0
185,2,badly,1,advmod,ADV,0
185,3,acted,0,ROOT,VERB,1
185,4,",",2,punct,PUNCT,0
185,5,blandly,1,advmod,ADV,0
185,6,directed,3,acomp,VERB,0
185,7,",",1,punct,PUNCT,0
185,8,and,2,cc,CCONJ,0
185,9,could,3,aux,AUX,0
185,10,have,2,aux,AUX,0
185,11,been,1,auxpass,AUX,0
185,12,scripted,6,conj,VERB,0
185,13,by,1,agent,ADP,0
185,14,someone,1,pobj,PRON,0
185,15,who,2,nsubj,PRON,0
185,16,just,1,advmod,ADV,0
185,17,graduated,3,relcl,VERB,0
185,18,from,1,prep,ADP,0
185,19,elementary,1,amod,ADJ,0
185,20,school,2,pobj,NOUN,0
185,21,.,18,punct,PUNCT,0
186,0,The,1,det,DET,0
186,1,sort,20,nsubj,NOUN,0
186,2,of,1,prep,ADP,0
186,3,picture,1,pobj,NOUN,0
186,4,in,8,prep,ADP,0
186,5,which,1,pobj,PRON,0
186,6,",",6,punct,PUNCT,0
186,7,whenever,5,advmod,SCONJ,0
186,8,one,4,nsubj,NUM,0
186,9,of,1,prep,ADP,0
186,10,the,1,det,DET,0
186,11,characters,2,pobj,NOUN,0
186,12,has,11,relcl,VERB,0
186,13,some,2,det,DET,0
186,14,serious,1,amod,ADJ,0
186,15,soul,3,dobj,NOUN,0
186,16,searching,1,acl,VERB,0
186,17,to,1,aux,PART,0
186,18,do,2,xcomp,VERB,0
186,19,",",2,punct,PUNCT,0
186,20,they,1,nsubj,PRON,0
186,21,go,0,ROOT,VERB,1
186,22,to,1,prep,ADP,0
186,23,a,4,det,DET,0
186,24,picture,2,npadvmod,NOUN,0
186,25,-,1,punct,PUNCT,0
186,26,perfect,1,amod,ADJ,0
186,27,beach,5,pobj,NOUN,0
186,28,during,7,prep,ADP,0
186,29,sunset,1,pobj,NOUN,0
186,30,.,9,punct,PUNCT,0
187,0,Despite,6,prep,SCONJ,0
187,1,its,2,poss,PRON,0
187,2,raucous,1,amod,ADJ,0
187,3,intent,3,pobj,NOUN,0
187,4,",",2,punct,PUNCT,0
187,5,XXX,1,nsubj,PROPN,0
187,6,is,0,ROOT,AUX,1
187,7,as,1,advmod,ADV,0
187,8,conventional,2,acomp,ADJ,0
187,9,as,1,prep,ADP,0
187,10,a,2,det,DET,0
187,11,Nike,1,compound,PROPN,0
187,12,ad,3,pobj,NOUN,0
187,13,and,4,cc,CCONJ,0
187,14,as,1,advmod,ADV,0
187,15,rebellious,6,conj,ADJ,0
187,16,as,1,prep,ADP,0
187,17,spring,1,compound,NOUN,0
187,18,break,2,pobj,NOUN,0
187,19,.,13,punct,PUNCT,0
188,0,...,5,punct,PUNCT,0
188,1,a,4,det,DET,0
188,2,roller,2,compound,NOUN,0
188,3,-,1,punct,PUNCT,0
188,4,coaster,1,compound,NOUN,0
188,5,ride,0,ROOT,NOUN,1
188,6,of,1,prep,ADP,0
188,7,a,1,det,DET,0
188,8,movie,2,pobj,NOUN,0
189,0,A,4,det,DET,0
189,1,colorful,3,amod,ADJ,0
189,2,",",2,punct,PUNCT,0
189,3,vibrant,1,amod,ADJ,0
189,4,introduction,0,ROOT,NOUN,1
189,5,to,1,prep,ADP,0
189,6,a,3,det,DET,0
189,7,universal,2,amod,ADJ,0
189,8,human,1,compound,ADJ,0
189,9,impulse,4,pobj,NOUN,0
189,10,",",6,punct,PUNCT,0
189,11,lushly,1,advmod,ADV,0
189,12,photographed,8,acl,ADJ,0
189,13,and,1,cc,CCONJ,0
189,14,beautifully,1,advmod,ADV,0
189,15,recorded,3,conj,VERB,0
189,16,.,12,punct,PUNCT,0
190,0,Audiard,2,nsubj,PROPN,0
190,1,successfully,1,advmod,ADV,0
190,2,maintains,0,ROOT,VERB,1
190,3,suspense,1,dobj,NOUN,0
190,4,on,2,prep,ADP,0
190,5,different,1,amod,ADJ,0
190,6,levels,2,pobj,NOUN,0
190,7,throughout,5,prep,ADP,0
190,8,a,1,det,DET,0
190,9,film,2,pobj,NOUN,0
190,10,that,1,nsubj,PRON,0
190,11,is,2,relcl,AUX,0
190,12,both,1,preconj,PRON,0
190,13,gripping,2,acomp,ADJ,0
190,14,and,1,cc,CCONJ,0
190,15,compelling,2,conj,ADJ,0
190,16,.,14,punct,PUNCT,0
191,0,Even,2,advmod,ADV,0
191,1,horror,1,compound,NOUN,0
191,2,fans,5,nsubj,NOUN,0
191,3,will,4,aux,AUX,0
191,4,most,1,advmod,ADV,0
191,5,likely,2,advmod,ADV,0
191,6,not,1,neg,PART,0
191,7,find,12,ccomp,VERB,0
191,8,what,3,dobj,PRON,0
191,9,they,2,nsubj,PRON,0
191,10,'re,1,aux,AUX,0
191,11,seeking,4,ccomp,VERB,0
191,12,with,1,prep,ADP,0
191,13,Trouble,1,pobj,PROPN,0
191,14,Every,1,det,DET,0
191,15,Day,8,npadvmod,NOUN,0
191,16,;,3,punct,PUNCT,0
191,17,the,1,det,DET,0
191,18,movie,1,nsubj,NOUN,0
191,19,lacks,0,ROOT,VERB,1
191,20,both,1,det,DET,0
191,21,thrills,2,dobj,NOUN,0
191,22,and,1,cc,CCONJ,0
191,23,humor,2,conj,NOUN,0
191,24,.,5,punct,PUNCT,0
192,0,After,3,prep,ADP,0
192,1,that,1,pobj,PRON,0
192,2,it,1,nsubj,PRON,0
192,3,becomes,0,ROOT,VERB,1
192,4,long,1,acomp,ADJ,0
192,5,and,1,cc,CCONJ,0
192,6,tedious,2,conj,ADJ,0
192,7,like,3,mark,SCONJ,0
192,8,a,1,det,DET,0
192,9,classroom,1,compound,NOUN,0
192,10,play,7,advcl,NOUN,0
192,11,in,1,prep,ADP,0
192,12,a,3,det,DET,0
192,13,college,1,compound,NOUN,0
192,14,history,1,compound,NOUN,0
192,15,course,4,pobj,NOUN,0
192,16,.,13,punct,PUNCT,0
193,0,This,1,nsubj,PRON,0
193,1,is,0,ROOT,AUX,1
193,2,cool,3,amod,ADJ,0
193,3,",",2,punct,PUNCT,0
193,4,slick,1,amod,ADJ,0
193,5,stuff,4,attr,NOUN,0
193,6,",",5,punct,PUNCT,0
193,7,ready,6,acomp,ADJ,0
193,8,to,1,aux,PART,0
193,9,quench,2,xcomp,VERB,0
193,10,the,1,det,DET,0
193,11,thirst,2,dobj,NOUN,0
193,12,of,1,prep,ADP,0
193,13,an,1,det,DET,0
193,14,audience,2,pobj,NOUN,0
193,15,that,1,nsubj,PRON,0
193,16,misses,2,relcl,VERB,0
193,17,the,2,det,DET,0
193,18,summer,1,compound,NOUN,0
193,19,blockbusters,3,dobj,NOUN,0
193,20,.,19,punct,PUNCT,0
194,0,Blade,1,compound,PROPN,0
194,1,II,1,nsubj,PROPN,0
194,2,has,0,ROOT,VERB,1
194,3,a,2,det,DET,0
194,4,brilliant,1,amod,ADJ,0
194,5,director,3,dobj,NOUN,0
194,6,and,1,cc,CCONJ,0
194,7,charismatic,1,amod,ADJ,0
194,8,star,3,conj,NOUN,0
194,9,",",7,punct,PUNCT,0
194,10,but,8,cc,CCONJ,0
194,11,it,1,nsubj,PRON,0
194,12,suffers,10,conj,VERB,0
194,13,from,1,prep,ADP,0
194,14,rampant,2,amod,ADJ,0
194,15,vampire,1,compound,NOUN,0
194,16,devaluation,3,pobj,NOUN,0
194,17,.,5,punct,PUNCT,0
195,0,A,5,det,DET,0
195,1,loud,1,amod,ADJ,0
195,2,",",1,punct,PUNCT,0
195,3,ugly,2,conj,ADJ,0
195,4,",",4,punct,PUNCT,0
