subject,session,global_sent_idx,local_sent_idx,word_idx,word_count,FFD,GD,TRT,nFix,reg
ZDN,7,216,42,10,22,,,,0,0
ZDN,7,216,42,11,22,198.0,198.0,198.0,1,1
ZDN,7,216,42,12,22,190.0,190.0,190.0,1,0
ZDN,7,216,42,13,22,,,,0,0
ZDN,7,216,42,14,22,,,,0,0
ZDN,7,216,42,15,22,244.0,244.0,244.0,1,0
ZDN,7,216,42,16,22,,,,0,0
ZDN,7,216,42,17,22,132.0,132.0,132.0,1,0
ZDN,7,216,42,18,22,236.0,236.0,236.0,1,0
ZDN,7,216,42,19,22,,,,0,0
ZDN,7,216,42,20,22,,,,0,0
ZDN,7,216,42,21,22,,,,0,0
ZDN,7,217,43,0,21,,,,0,0
ZDN,7,217,43,1,21,212.0,212.0,212.0,1,1
ZDN,7,217,43,2,21,424.0,424.0,630.0,2,1
ZDN,7,217,43,3,21,,,,0,0
ZDN,7,217,43,4,21,,,,0,0
ZDN,7,217,43,5,21,44.0,44.0,282.0,2,1
ZDN,7,217,43,6,21,246.0,246.0,592.0,3,0
ZDN,7,217,43,7,21,226.0,226.0,226.0,1,0
ZDN,7,217,43,8,21,,,,0,0
ZDN,7,217,43,9,21,,,,0,0
ZDN,7,217,43,10,21,,,,0,0
ZDN,7,217,43,11,21,124.0,124.0,124.0,1,1
ZDN,7,217,43,12,21,,,,0,0
ZDN,7,217,43,13,21,370.0,370.0,370.0,1,0
ZDN,7,217,43,14,21,,,,0,0
ZDN,7,217,43,15,21,,,,0,0
ZDN,7,217,43,16,21,,,,0,0
ZDN,7,217,43,17,21,,,,0,0
ZDN,7,217,43,18,21,,,,0,0
ZDN,7,217,43,19,21,,,,0,0
ZDN,7,217,43,20,21,,,,0,0
ZDN,7,218,44,0,11,,,,0,0
ZDN,7,218,44,1,11,,,,0,0
ZDN,7,218,44,2,11,322.0,322.0,810.0,3,1
ZDN,7,218,44,3,11,260.0,260.0,260.0,1,0
ZDN,7,218,44,4,11,144.0,144.0,144.0,1,0
ZDN,7,218,44,5,11,222.0,222.0,222.0,1,0
ZDN,7,218,44,6,11,252.0,252.0,252.0,1,0
ZDN,7,218,44,7,11,238.0,238.0,238.0,1,0
ZDN,7,218,44,8,11,,,,0,0
ZDN,7,218,44,9,11,298.0,430.0,430.0,2,0
ZDN,7,218,44,10,11,,,,0,0
ZDN,7,219,45,0,15,254.0,254.0,254.0,1,1
ZDN,7,219,45,1,15,146.0,146.0,1108.0,4,1
ZDN,7,219,45,2,15,,,,0,0
ZDN,7,219,45,3,15,188.0,188.0,312.0,2,1
ZDN,7,219,45,4,15,322.0,322.0,738.0,3,0
ZDN,7,219,45,5,15,162.0,162.0,162.0,1,0
ZDN,7,219,45,6,15,288.0,288.0,288.0,1,0
ZDN,7,219,45,7,15,,,,0,0
ZDN,7,219,45,8,15,200.0,200.0,200.0,1,1
ZDN,7,219,45,9,15,170.0,170.0,170.0,1,0
ZDN,7,219,45,10,15,,,,0,0
ZDN,7,219,45,11,15,,,,0,0
ZDN,7,219,45,12,15,,,,0,0
ZDN,7,219,45,13,15,,,,0,0
ZDN,7,219,45,14,15,,,,0,0
ZDN,7,220,46,0,32,,,,0,0
ZDN,7,220,46,1,32,,,,0,0
ZDN,7,220,46,2,32,216.0,216.0,216.0,1,0
ZDN,7,220,46,3,32,,,,0,0
ZDN,7,220,46,4,32,,,,0,0
ZDN,7,220,46,5,32,,,,0,0
ZDN,7,220,46,6,32,,,,0,0
ZDN,7,220,46,7,32,106.0,106.0,106.0,1,1
ZDN,7,220,46,8,32,176.0,176.0,176.0,1,0
ZDN,7,220,46,9,32,,,,0,0
ZDN,7,220,46,10,32,166.0,166.0,166.0,1,0
ZDN,7,220,46,11,32,202.0,202.0,202.0,1,0
ZDN,7,220,46,12,32,116.0,116.0,252.0,2,1
ZDN,7,220,46,13,32,,,,0,0
ZDN,7,220,46,14,32,,,,0,0
ZDN,7,220,46,15,32,,,,0,0
ZDN,7,220,46,16,32,,,,0,0
ZDN,7,220,46,17,32,,,,0,0
ZDN,7,220,46,18,32,,,,0,0
ZDN,7,220,46,19,32,264.0,264.0,432.0,2,1
ZDN,7,220,46,20,32,,,,0,0
ZDN,7,220,46,21,32,,,,0,0
ZDN,7,220,46,22,32,,,,0,0
ZDN,7,220,46,23,32,286.0,286.0,574.0,2,0
ZDN,7,220,46,24,32,,,,0,0
ZDN,7,220,46,25,32,,,,0,0
ZDN,7,220,46,26,32,,,,0,0
ZDN,7,220,46,27,32,,,,0,0
ZDN,7,220,46,28,32,508.0,508.0,508.0,1,0
ZDN,7,220,46,29,32,104.0,104.0,104.0,1,0
ZDN,7,220,46,30,32,,,,0,0
ZDN,7,220,46,31,32,364.0,364.0,364.0,1,0
ZDN,7,221,47,0,40,,,,0,0
ZDN,7,221,47,1,40,366.0,366.0,366.0,1,1
ZDN,7,221,47,2,40,170.0,170.0,170.0,1,0
ZDN,7,221,47,3,40,398.0,398.0,398.0,1,1
ZDN,7,221,47,4,40,230.0,230.0,554.0,3,1
ZDN,7,221,47,5,40,234.0,234.0,234.0,1,1
ZDN,7,221,47,6,40,214.0,214.0,214.0,1,0
ZDN,7,221,47,7,40,222.0,222.0,222.0,1,0
ZDN,7,221,47,8,40,194.0,194.0,432.0,2,0
ZDN,7,221,47,9,40,,,,0,0
ZDN,7,221,47,10,40,,,,0,0
ZDN,7,221,47,11,40,,,,0,0
ZDN,7,221,47,12,40,,,,0,0
ZDN,7,221,47,13,40,320.0,320.0,320.0,1,0
ZDN,7,221,47,14,40,,,,0,0
ZDN,7,221,47,15,40,180.0,180.0,180.0,1,0
ZDN,7,221,47,16,40,,,,0,0
ZDN,7,221,47,17,40,262.0,262.0,262.0,1,1
ZDN,7,221,47,18,40,194.0,194.0,194.0,1,0
ZDN,7,221,47,19,40,,,,0,0
ZDN,7,221,47,20,40,240.0,240.0,240.0,1,0
ZDN,7,221,47,21,40,78.0,78.0,320.0,2,0
ZDN,7,221,47,22,40,,,,0,0
ZDN,7,221,47,23,40,186.0,186.0,186.0,1,0
ZDN,7,221,47,24,40,,,,0,0
ZDN,7,221,47,25,40,,,,0,0
ZDN,7,221,47,26,40,410.0,410.0,410.0,1,1
ZDN,7,221,47,27,40,184.0,184.0,184.0,1,0
ZDN,7,221,47,28,40,,,,0,0
ZDN,7,221,47,29,40,,,,0,0
ZDN,7,221,47,30,40,,,,0,0
ZDN,7,221,47,31,40,,,,0,0
ZDN,7,221,47,32,40,,,,0,0
ZDN,7,221,47,33,40,,,,0,0
ZDN,7,221,47,34,40,,,,0,0
ZDN,7,221,47,35,40,,,,0,0
ZDN,7,221,47,36,40,,,,0,0
ZDN,7,221,47,37,40,,,,0,0
ZDN,7,221,47,38,40,,,,0,0
ZDN,7,221,47,39,40,,,,0,0
ZDN,7,222,48,0,10,,,,0,0
ZDN,7,222,48,1,10,162.0,698.0,982.0,3,1
ZDN,7,222,48,2,10,196.0,196.0,196.0,1,1
ZDN,7,222,48,3,10,,,,0,0
ZDN,7,222,48,4,10,132.0,132.0,332.0,2,0
ZDN,7,222,48,5,10,,,,0,0
ZDN,7,222,48,6,10,238.0,238.0,238.0,1,1
ZDN,7,222,48,7,10,250.0,250.0,642.0,3,0
ZDN,7,222,48,8,10,,,,0,0
ZDN,7,222,48,9,10,,,,0,0
ZDN,8,223,0,0,26,,,,0,0
ZDN,8,223,0,1,26,184.0,370.0,370.0,2,1
ZDN,8,223,0,2,26,172.0,172.0,502.0,2,1
ZDN,8,223,0,3,26,154.0,154.0,154.0,1,0
ZDN,8,223,0,4,26,,,,0,0
ZDN,8,223,0,5,26,176.0,176.0,318.0,2,0
ZDN,8,223,0,6,26,372.0,588.0,588.0,2,0
ZDN,8,223,0,7,26,494.0,494.0,494.0,1,0
ZDN,8,223,0,8,26,,,,0,0
ZDN,8,223,0,9,26,148.0,148.0,148.0,1,0
ZDN,8,223,0,10,26,82.0,82.0,82.0,1,0
ZDN,8,223,0,11,26,,,,0,0
ZDN,8,223,0,12,26,,,,0,0
ZDN,8,223,0,13,26,,,,0,0
ZDN,8,223,0,14,26,,,,0,0
ZDN,8,223,0,15,26,,,,0,0
ZDN,8,223,0,16,26,,,,0,0
ZDN,8,223,0,17,26,,,,0,0
ZDN,8,223,0,18,26,,,,0,0
ZDN,8,223,0,19,26,,,,0,0
ZDN,8,223,0,20,26,,,,0,0
ZDN,8,223,0,21,26,,,,0,0
ZDN,8,223,0,22,26,,,,0,0
ZDN,8,223,0,23,26,,,,0,0
ZDN,8,223,0,24,26,,,,0,0
ZDN,8,223,0,25,26,,,,0,0
ZDN,8,224,1,0,10,,,,0,0
ZDN,8,224,1,1,10,72.0,72.0,72.0,1,1
ZDN,8,224,1,2,10,198.0,198.0,614.0,2,0
ZDN,8,224,1,3,10,,,,0,0
ZDN,8,224,1,4,10,,,,0,0
ZDN,8,224,1,5,10,,,,0,0
ZDN,8,224,1,6,10,,,,0,0
ZDN,8,224,1,7,10,,,,0,0
ZDN,8,224,1,8,10,,,,0,0
ZDN,8,224,1,9,10,,,,0,0
ZDN,8,225,2,0,8,,,,0,0
ZDN,8,225,2,1,8,126.0,126.0,126.0,1,0
ZDN,8,225,2,2,8,,,,0,0
ZDN,8,225,2,3,8,198.0,198.0,338.0,2,1
ZDN,8,225,2,4,8,,,,0,0
ZDN,8,225,2,5,8,,,,0,0
ZDN,8,225,2,6,8,172.0,398.0,398.0,2,0
ZDN,8,225,2,7,8,190.0,190.0,190.0,1,0
ZDN,8,226,3,0,26,158.0,320.0,320.0,2,1
ZDN,8,226,3,1,26,238.0,238.0,432.0,2,1
ZDN,8,226,3,2,26,,,,0,0
ZDN,8,226,3,3,26,142.0,142.0,142.0,1,1
ZDN,8,226,3,4,26,260.0,260.0,548.0,2,1
ZDN,8,226,3,5,26,110.0,110.0,110.0,1,1
ZDN,8,226,3,6,26,220.0,220.0,220.0,1,1
ZDN,8,226,3,7,26,142.0,142.0,314.0,2,1
ZDN,8,226,3,8,26,252.0,252.0,1980.0,7,1
ZDN,8,226,3,9,26,192.0,192.0,192.0,1,1
ZDN,8,226,3,10,26,352.0,352.0,592.0,2,0
ZDN,8,226,3,11,26,,,,0,0
ZDN,8,226,3,12,26,,,,0,0
ZDN,8,226,3,13,26,182.0,182.0,660.0,3,0
ZDN,8,226,3,14,26,,,,0,0
ZDN,8,226,3,15,26,,,,0,0
ZDN,8,226,3,16,26,,,,0,0
ZDN,8,226,3,17,26,,,,0,0
ZDN,8,226,3,18,26,,,,0,0
ZDN,8,226,3,19,26,,,,0,0
ZDN,8,226,3,20,26,,,,0,0
ZDN,8,226,3,21,26,,,,0,0
ZDN,8,226,3,22,26,,,,0,0
ZDN,8,226,3,23,26,,,,0,0
ZDN,8,226,3,24,26,,,,0,0
ZDN,8,226,3,25,26,,,,0,0
ZDN,8,227,4,0,15,,,,0,0
ZDN,8,227,4,1,15,,,,0,0
ZDN,8,227,4,2,15,196.0,462.0,462.0,2,0
ZDN,8,227,4,3,15,,,,0,0
ZDN,8,227,4,4,15,634.0,634.0,634.0,1,1
ZDN,8,227,4,5,15,,,,0,0
ZDN,8,227,4,6,15,212.0,212.0,438.0,2,0
ZDN,8,227,4,7,15,,,,0,0
ZDN,8,227,4,8,15,,,,0,0
ZDN,8,227,4,9,15,,,,0,0
ZDN,8,227,4,10,15,,,,0,0
ZDN,8,227,4,11,15,,,,0,0
ZDN,8,227,4,12,15,,,,0,0
ZDN,8,227,4,13,15,,,,0,0
ZDN,8,227,4,14,15,,,,0,0
ZDN,8,228,5,0,15,,,,0,0
ZDN,8,228,5,1,15,278.0,458.0,458.0,2,1
ZDN,8,228,5,2,15,512.0,512.0,512.0,1,1
ZDN,8,228,5,3,15,,,,0,0
ZDN,8,228,5,4,15,242.0,242.0,860.0,4,1
ZDN,8,228,5,5,15,212.0,212.0,480.0,2,0
ZDN,8,228,5,6,15,,,,0,0
ZDN,8,228,5,7,15,134.0,134.0,134.0,1,0
ZDN,8,228,5,8,15,,,,0,0
ZDN,8,228,5,9,15,234.0,234.0,234.0,1,0
ZDN,8,228,5,10,15,,,,0,0
ZDN,8,228,5,11,15,,,,0,0
ZDN,8,228,5,12,15,142.0,142.0,142.0,1,0
ZDN,8,228,5,13,15,,,,0,0
ZDN,8,228,5,14,15,,,,0,0
ZDN,8,229,6,0,20,,,,0,0
ZDN,8,229,6,1,20,220.0,220.0,616.0,3,1
ZDN,8,229,6,2,20,62.0,62.0,62.0,1,0
ZDN,8,229,6,3,20,144.0,144.0,354.0,2,0
ZDN,8,229,6,4,20,,,,0,0
ZDN,8,229,6,5,20,,,,0,0
ZDN,8,229,6,6,20,,,,0,0
ZDN,8,229,6,7,20,,,,0,0
ZDN,8,229,6,8,20,,,,0,0
ZDN,8,229,6,9,20,,,,0,0
ZDN,8,229,6,10,20,,,,0,0
ZDN,8,229,6,11,20,,,,0,0
ZDN,8,229,6,12,20,,,,0,0
ZDN,8,229,6,13,20,,,,0,0
ZDN,8,229,6,14,20,,,,0,0
ZDN,8,229,6,15,20,,,,0,0
ZDN,8,229,6,16,20,,,,0,0
ZDN,8,229,6,17,20,,,,0,0
ZDN,8,229,6,18,20,,,,0,0
ZDN,8,229,6,19,20,,,,0,0
ZDN,8,230,7,0,21,,,,0,0
ZDN,8,230,7,1,21,218.0,218.0,218.0,1,1
ZDN,8,230,7,2,21,182.0,182.0,182.0,1,0
ZDN,8,230,7,3,21,138.0,138.0,138.0,1,0
ZDN,8,230,7,4,21,222.0,222.0,222.0,1,0
ZDN,8,230,7,5,21,,,,0,0
ZDN,8,230,7,6,21,,,,0,0
ZDN,8,230,7,7,21,200.0,200.0,200.0,1,0
ZDN,8,230,7,8,21,,,,0,0
ZDN,8,230,7,9,21,204.0,204.0,204.0,1,1
ZDN,8,230,7,10,21,230.0,230.0,230.0,1,0
ZDN,8,230,7,11,21,330.0,330.0,330.0,1,0
ZDN,8,230,7,12,21,,,,0,0
ZDN,8,230,7,13,21,378.0,378.0,378.0,1,0
ZDN,8,230,7,14,21,,,,0,0
ZDN,8,230,7,15,21,,,,0,0
ZDN,8,230,7,16,21,,,,0,0
ZDN,8,230,7,17,21,,,,0,0
ZDN,8,230,7,18,21,270.0,270.0,270.0,1,1
ZDN,8,230,7,19,21,218.0,218.0,218.0,1,0
ZDN,8,230,7,20,21,,,,0,0
ZDN,8,231,8,0,24,312.0,312.0,312.0,1,0
ZDN,8,231,8,1,24,172.0,172.0,172.0,1,1
ZDN,8,231,8,2,24,214.0,214.0,214.0,1,0
ZDN,8,231,8,3,24,,,,0,0
ZDN,8,231,8,4,24,144.0,144.0,144.0,1,0
ZDN,8,231,8,5,24,232.0,232.0,232.0,1,0
ZDN,8,231,8,6,24,,,,0,0
ZDN,8,231,8,7,24,,,,0,0
ZDN,8,231,8,8,24,,,,0,0
ZDN,8,231,8,9,24,198.0,198.0,198.0,1,0
ZDN,8,231,8,10,24,202.0,342.0,342.0,2,0
ZDN,8,231,8,11,24,228.0,228.0,228.0,1,0
ZDN,8,231,8,12,24,,,,0,0
ZDN,8,231,8,13,24,192.0,192.0,192.0,1,0
ZDN,8,231,8,14,24,,,,0,0
ZDN,8,231,8,15,24,,,,0,0
ZDN,8,231,8,16,24,,,,0,0
ZDN,8,231,8,17,24,,,,0,0
ZDN,8,231,8,18,24,,,,0,0
ZDN,8,231,8,19,24,,,,0,0
ZDN,8,231,8,20,24,,,,0,0
ZDN,8,231,8,21,24,,,,0,0
ZDN,8,231,8,22,24,,,,0,0
ZDN,8,231,8,23,24,,,,0,0
ZDN,8,232,9,0,24,,,,0,0
ZDN,8,232,9,1,24,184.0,184.0,412.0,2,1
ZDN,8,232,9,2,24,202.0,202.0,202.0,1,1
ZDN,8,232,9,3,24,,,,0,0
ZDN,8,232,9,4,24,188.0,188.0,188.0,1,1
ZDN,8,232,9,5,24,202.0,202.0,202.0,1,0
ZDN,8,232,9,6,24,176.0,176.0,408.0,2,0
ZDN,8,232,9,7,24,208.0,208.0,208.0,1,0
ZDN,8,232,9,8,24,308.0,308.0,308.0,1,0
ZDN,8,232,9,9,24,,,,0,0
ZDN,8,232,9,10,24,194.0,194.0,194.0,1,1
ZDN,8,232,9,11,24,246.0,246.0,246.0,1,0
ZDN,8,232,9,12,24,,,,0,0
ZDN,8,232,9,13,24,,,,0,0
ZDN,8,232,9,14,24,,,,0,0
ZDN,8,232,9,15,24,,,,0,0
ZDN,8,232,9,16,24,,,,0,0
ZDN,8,232,9,17,24,,,,0,0
ZDN,8,232,9,18,24,,,,0,0
ZDN,8,232,9,19,24,,,,0,0
ZDN,8,232,9,20,24,,,,0,0
ZDN,8,232,9,21,24,,,,0,0
ZDN,8,232,9,22,24,,,,0,0
ZDN,8,232,9,23,24,,,,0,0
ZDN,8,233,10,0,9,,,,0,0
ZDN,8,233,10,1,9,176.0,176.0,176.0,1,1
ZDN,8,233,10,2,9,156.0,156.0,156.0,1,1
ZDN,8,233,10,3,9,192.0,192.0,192.0,1,0
ZDN,8,233,10,4,9,188.0,188.0,188.0,1,0
ZDN,8,233,10,5,9,234.0,234.0,234.0,1,0
ZDN,8,233,10,6,9,,,,0,0
ZDN,8,233,10,7,9,70.0,70.0,70.0,1,1
ZDN,8,233,10,8,9,114.0,114.0,114.0,1,0
ZDN,8,234,11,0,19,,,,0,0
ZDN,8,234,11,1,19,180.0,180.0,686.0,3,1
ZDN,8,234,11,2,19,190.0,190.0,190.0,1,0
ZDN,8,234,11,3,19,,,,0,0
ZDN,8,234,11,4,19,,,,0,0
ZDN,8,234,11,5,19,242.0,242.0,466.0,2,0
ZDN,8,234,11,6,19,,,,0,0
ZDN,8,234,11,7,19,,,,0,0
ZDN,8,234,11,8,19,278.0,278.0,278.0,1,0
ZDN,8,234,11,9,19,,,,0,0
ZDN,8,234,11,10,19,,,,0,0
ZDN,8,234,11,11,19,,,,0,0
ZDN,8,234,11,12,19,156.0,156.0,156.0,1,0
ZDN,8,234,11,13,19,,,,0,0
ZDN,8,234,11,14,19,,,,0,0
ZDN,8,234,11,15,19,216.0,216.0,216.0,1,0
ZDN,8,234,11,16,19,120.0,120.0,120.0,1,0
ZDN,8,234,11,17,19,178.0,178.0,178.0,1,0
ZDN,8,234,11,18,19,,,,0,0
ZDN,8,235,12,0,24,,,,0,0
ZDN,8,235,12,1,24,,,,0,0
ZDN,8,235,12,2,24,,,,0,0
ZDN,8,235,12,3,24,220.0,220.0,220.0,1,0
ZDN,8,235,12,4,24,,,,0,0
ZDN,8,235,12,5,24,198.0,198.0,198.0,1,0
ZDN,8,235,12,6,24,,,,0,0
ZDN,8,235,12,7,24,252.0,252.0,252.0,1,0
ZDN,8,235,12,8,24,,,,0,0
ZDN,8,235,12,9,24,,,,0,0
ZDN,8,235,12,10,24,224.0,224.0,224.0,1,0
ZDN,8,235,12,11,24,,,,0,0
ZDN,8,235,12,12,24,,,,0,0
ZDN,8,235,12,13,24,200.0,200.0,200.0,1,0
ZDN,8,235,12,14,24,,,,0,0
ZDN,8,235,12,15,24,260.0,426.0,426.0,2,0
ZDN,8,235,12,16,24,,,,0,0
ZDN,8,235,12,17,24,306.0,306.0,306.0,1,0
ZDN,8,235,12,18,24,,,,0,0
ZDN,8,235,12,19,24,,,,0,0
ZDN,8,235,12,20,24,,,,0,0
ZDN,8,235,12,21,24,,,,0,0
ZDN,8,235,12,22,24,,,,0,0
ZDN,8,235,12,23,24,208.0,208.0,208.0,1,0
ZDN,8,236,13,0,7,,,,0,0
ZDN,8,236,13,1,7,280.0,280.0,280.0,1,1
ZDN,8,236,13,2,7,212.0,212.0,212.0,1,1
ZDN,8,236,13,3,7,134.0,134.0,262.0,2,0
ZDN,8,236,13,4,7,,,,0,0
ZDN,8,236,13,5,7,184.0,184.0,294.0,2,1
ZDN,8,236,13,6,7,156.0,156.0,760.0,5,0
ZDN,8,237,14,0,20,,,,0,0
ZDN,8,237,14,1,20,196.0,196.0,196.0,1,0
ZDN,8,237,14,2,20,,,,0,0
ZDN,8,237,14,3,20,,,,0,0
ZDN,8,237,14,4,20,,,,0,0
ZDN,8,237,14,5,20,,,,0,0
ZDN,8,237,14,6,20,174.0,384.0,384.0,2,0
ZDN,8,237,14,7,20,,,,0,0
ZDN,8,237,14,8,20,,,,0,0
ZDN,8,237,14,9,20,,,,0,0
ZDN,8,237,14,10,20,,,,0,0
ZDN,8,237,14,11,20,,,,0,0
ZDN,8,237,14,12,20,,,,0,0
ZDN,8,237,14,13,20,182.0,182.0,182.0,1,1
ZDN,8,237,14,14,20,172.0,172.0,172.0,1,0
ZDN,8,237,14,15,20,118.0,118.0,264.0,2,0
ZDN,8,237,14,16,20,126.0,126.0,126.0,1,0
ZDN,8,237,14,17,20,,,,0,0
ZDN,8,237,14,18,20,266.0,266.0,266.0,1,0
ZDN,8,237,14,19,20,,,,0,0
ZDN,8,238,15,0,27,,,,0,0
ZDN,8,238,15,1,27,244.0,244.0,244.0,1,1
ZDN,8,238,15,2,27,212.0,212.0,212.0,1,0
ZDN,8,238,15,3,27,156.0,292.0,966.0,4,1
ZDN,8,238,15,4,27,318.0,318.0,318.0,1,0
ZDN,8,238,15,5,27,,,,0,0
ZDN,8,238,15,6,27,240.0,240.0,406.0,2,1
ZDN,8,238,15,7,27,,,,0,0
ZDN,8,238,15,8,27,130.0,130.0,130.0,1,0
ZDN,8,238,15,9,27,106.0,106.0,106.0,1,0
ZDN,8,238,15,10,27,,,,0,0
ZDN,8,238,15,11,27,236.0,236.0,236.0,1,1
ZDN,8,238,15,12,27,,,,0,0
ZDN,8,238,15,13,27,120.0,120.0,120.0,1,1
ZDN,8,238,15,14,27,,,,0,0
ZDN,8,238,15,15,27,,,,0,0
ZDN,8,238,15,16,27,240.0,240.0,240.0,1,0
ZDN,8,238,15,17,27,,,,0,0
ZDN,8,238,15,18,27,,,,0,0
ZDN,8,238,15,19,27,,,,0,0
ZDN,8,238,15,20,27,166.0,166.0,166.0,1,0
ZDN,8,238,15,21,27,,,,0,0
ZDN,8,238,15,22,27,,,,0,0
ZDN,8,238,15,23,27,,,,0,0
ZDN,8,238,15,24,27,,,,0,0
ZDN,8,238,15,25,27,,,,0,0
ZDN,8,238,15,26,27,,,,0,0
ZDN,8,239,16,0,23,,,,0,0
ZDN,8,239,16,1,23,240.0,240.0,240.0,1,0
ZDN,8,239,16,2,23,,,,0,0
ZDN,8,239,16,3,23,112.0,112.0,112.0,1,0
ZDN,8,239,16,4,23,,,,0,0
ZDN,8,239,16,5,23,,,,0,0
ZDN,8,239,16,6,23,184.0,184.0,184.0,1,0
ZDN,8,239,16,7,23,214.0,214.0,214.0,1,1
ZDN,8,239,16,8,23,146.0,146.0,308.0,2,0
ZDN,8,239,16,9,23,174.0,174.0,334.0,2,0
ZDN,8,239,16,10,23,132.0,132.0,132.0,1,1
ZDN,8,239,16,11,23,240.0,240.0,408.0,2,0
ZDN,8,239,16,12,23,180.0,180.0,180.0,1,1
ZDN,8,239,16,13,23,,,,0,0
ZDN,8,239,16,14,23,,,,0,0
ZDN,8,239,16,15,23,192.0,192.0,192.0,1,0
ZDN,8,239,16,16,23,,,,0,0
ZDN,8,239,16,17,23,366.0,366.0,366.0,1,0
ZDN,8,239,16,18,23,,,,0,0
ZDN,8,239,16,19,23,142.0,142.0,142.0,1,0
ZDN,8,239,16,20,23,,,,0,0
ZDN,8,239,16,21,23,,,,0,0
ZDN,8,239,16,22,23,,,,0,0
ZDN,8,240,17,0,13,,,,0,0
ZDN,8,240,17,1,13,192.0,192.0,192.0,1,1
ZDN,8,240,17,2,13,118.0,118.0,118.0,1,0
ZDN,8,240,17,3,13,256.0,256.0,256.0,1,1
ZDN,8,240,17,4,13,182.0,182.0,182.0,1,0
ZDN,8,240,17,5,13,146.0,146.0,146.0,1,0
ZDN,8,240,17,6,13,346.0,346.0,346.0,1,1
ZDN,8,240,17,7,13,324.0,324.0,670.0,2,0
ZDN,8,240,17,8,13,164.0,164.0,164.0,1,0
ZDN,8,240,17,9,13,,,,0,0
ZDN,8,240,17,10,13,,,,0,0
ZDN,8,240,17,11,13,,,,0,0
ZDN,8,240,17,12,13,,,,0,0
ZDN,8,241,18,0,9,,,,0,0
ZDN,8,241,18,1,9,,,,0,0
ZDN,8,241,18,2,9,,,,0,0
ZDN,8,241,18,3,9,132.0,132.0,426.0,2,1
ZDN,8,241,18,4,9,314.0,314.0,314.0,1,0
ZDN,8,241,18,5,9,,,,0,0
ZDN,8,241,18,6,9,,,,0,0
ZDN,8,241,18,7,9,192.0,192.0,312.0,2,1
ZDN,8,241,18,8,9,152.0,152.0,152.0,1,0
ZDN,8,242,19,0,4,188.0,340.0,340.0,2,1
ZDN,8,242,19,1,4,182.0,182.0,182.0,1,1
ZDN,8,242,19,2,4,116.0,116.0,1402.0,7,1
ZDN,8,242,19,3,4,224.0,224.0,928.0,5,0
ZDN,8,243,20,0,35,,,,0,0
ZDN,8,243,20,1,35,140.0,392.0,392.0,2,1
ZDN,8,243,20,2,35,222.0,222.0,456.0,3,1
ZDN,8,243,20,3,35,,,,0,0
ZDN,8,243,20,4,35,248.0,248.0,248.0,1,1
ZDN,8,243,20,5,35,172.0,172.0,420.0,2,0
ZDN,8,243,20,6,35,120.0,120.0,120.0,1,0
ZDN,8,243,20,7,35,,,,0,0
ZDN,8,243,20,8,35,270.0,270.0,508.0,2,1
ZDN,8,243,20,9,35,152.0,152.0,344.0,2,1
ZDN,8,243,20,10,35,22.0,22.0,206.0,2,0
ZDN,8,243,20,11,35,,,,0,0
ZDN,8,243,20,12,35,,,,0,0
ZDN,8,243,20,13,35,,,,0,0
ZDN,8,243,20,14,35,,,,0,0
ZDN,8,243,20,15,35,,,,0,0
ZDN,8,243,20,16,35,,,,0,0
ZDN,8,243,20,17,35,,,,0,0
ZDN,8,243,20,18,35,,,,0,0
ZDN,8,243,20,19,35,,,,0,0
ZDN,8,243,20,20,35,,,,0,0
ZDN,8,243,20,21,35,,,,0,0
ZDN,8,243,20,22,35,,,,0,0
ZDN,8,243,20,23,35,,,,0,0
ZDN,8,243,20,24,35,,,,0,0
ZDN,8,243,20,25,35,,,,0,0
ZDN,8,243,20,26,35,,,,0,0
ZDN,8,243,20,27,35,,,,0,0
ZDN,8,243,20,28,35,,,,0,0
ZDN,8,243,20,29,35,,,,0,0
ZDN,8,243,20,30,35,,,,0,0
ZDN,8,243,20,31,35,,,,0,0
ZDN,8,243,20,32,35,,,,0,0
ZDN,8,243,20,33,35,,,,0,0
ZDN,8,243,20,34,35,,,,0,0
ZDN,8,244,21,0,25,248.0,248.0,248.0,1,1
ZDN,8,244,21,1,25,246.0,246.0,246.0,1,0
ZDN,8,244,21,2,25,144.0,144.0,144.0,1,1
ZDN,8,244,21,3,25,198.0,198.0,312.0,2,0
ZDN,8,244,21,4,25,,,,0,0
ZDN,8,244,21,5,25,,,,0,0
ZDN,8,244,21,6,25,366.0,366.0,366.0,1,0
ZDN,8,244,21,7,25,,,,0,0
ZDN,8,244,21,8,25,176.0,176.0,176.0,1,0
ZDN,8,244,21,9,25,,,,0,0
ZDN,8,244,21,10,25,,,,0,0
ZDN,8,244,21,11,25,118.0,118.0,118.0,1,0
ZDN,8,244,21,12,25,,,,0,0
ZDN,8,244,21,13,25,,,,0,0
ZDN,8,244,21,14,25,,,,0,0
ZDN,8,244,21,15,25,,,,0,0
ZDN,8,244,21,16,25,,,,0,0
ZDN,8,244,21,17,25,,,,0,0
ZDN,8,244,21,18,25,,,,0,0
ZDN,8,244,21,19,25,,,,0,0
ZDN,8,244,21,20,25,,,,0,0
ZDN,8,244,21,21,25,,,,0,0
ZDN,8,244,21,22,25,,,,0,0
ZDN,8,244,21,23,25,,,,0,0
ZDN,8,244,21,24,25,,,,0,0
